,Rate,Votes,Duration,A_Severe,Approved,Passed,PG,F_No.Rate,N_Mild,Series,V_Mild,Predicted
422,8.7,288210,22,0,0,0,0,0,0,1,0,8.01650234
424,8.5,231051,55,0,0,0,0,0,0,1,0,8.019323654
425,8.3,787963,136,0,0,0,0,0,0,0,0,7.946599702
435,8.8,383542,49,1,0,0,0,0,0,1,0,8.462671068
436,4.2,5838,103,0,0,0,0,1,0,0,0,5.915417452
438,8,150837,106,0,0,0,1,0,1,0,1,6.802505498
449,8.3,39012,30,0,0,0,0,0,1,1,0,7.496279448
450,7,112058,94,0,0,0,0,0,0,0,0,6.480141332
454,7.1,78857,42,0,0,0,0,0,1,1,1,7.728276578
456,7.3,77669,60,0,0,0,0,0,0,1,1,7.849465226
459,8.6,1522727,127,0,0,0,0,0,1,0,0,9.290048558
460,7.9,650481,130,0,0,0,0,0,1,0,0,7.596089874
463,7.8,113210,117,1,0,0,0,0,1,0,1,6.77985234
464,6.8,494727,123,0,0,0,0,0,0,0,1,7.441006558
466,6.5,99011,103,0,0,0,0,0,0,0,0,6.485877494
467,8.1,912095,127,0,0,0,0,0,0,0,0,8.15792363
479,7.5,121070,60,0,0,0,0,0,1,1,0,7.76072078
480,8.1,100868,60,0,0,0,0,0,0,1,0,7.782296072
482,5.4,21528,103,0,0,0,0,0,0,0,0,6.334475712
488,8,566686,124,0,0,0,1,0,1,0,0,7.565034444
490,7.5,91143,45,0,0,0,0,0,0,1,1,7.823743422
492,7.8,283528,113,0,0,0,0,0,1,0,0,6.820073712
500,6.9,10209,43,0,0,0,0,0,1,1,0,7.485108386
501,7,70464,94,0,0,0,0,0,1,0,0,6.337816656
502,6.9,262212,136,0,0,0,0,0,1,0,0,6.858232248
503,2.7,46903,110,0,0,0,1,0,0,0,1,6.674348462
507,7.4,162566,42,0,0,0,0,0,0,1,1,7.952893964
512,7.5,483032,90,0,0,0,0,0,0,0,0,7.191144528
518,6.9,178789,132,0,0,0,0,0,1,0,1,6.793843706
520,4.1,307228,125,0,0,0,0,0,0,0,0,6.969073512
521,8.5,174523,60,0,0,0,0,0,0,1,0,7.926217942
523,7.9,637442,116,0,0,0,0,0,0,0,1,7.695581668
527,6.2,4839,115,0,0,0,0,0,1,0,0,6.282455406
535,6.6,72386,118,0,0,0,0,0,0,0,0,6.485902244
536,8,377673,122,0,0,0,0,0,0,0,0,7.096313042
539,7.9,238038,132,0,0,0,0,0,0,0,0,6.858166252
540,8.8,185332,47,0,0,0,0,0,1,1,0,7.841178728
541,7.7,533280,104,0,0,0,0,0,1,0,0,7.27685912
545,8.2,124247,40,0,0,0,0,0,1,1,1,7.810028638
548,5.7,1129,50,0,0,0,0,1,0,1,0,7.164306066
550,6.7,215790,109,0,0,0,0,0,0,0,1,6.84738366
552,7.1,252617,88,0,0,0,0,0,0,0,0,6.733973618
554,8.6,1296420,169,0,0,0,0,0,0,0,0,9.05463468
560,7.2,102513,140,0,0,0,0,0,1,0,0,6.560060402
561,6.9,128678,95,0,0,0,0,0,0,0,0,6.516086812
566,7.7,744824,100,0,0,0,0,0,0,0,1,7.849886096
570,6.9,583453,136,0,0,0,0,0,1,0,0,7.485937162
572,8.8,69122,44,0,0,0,0,0,0,1,1,7.777244388
573,8,765552,113,0,0,0,0,0,1,0,0,7.761948608
574,8.7,104091,135,0,0,0,0,1,0,0,0,6.218443814
575,8.4,168671,43,0,0,0,0,0,1,1,0,7.794743134
579,8,99818,22,0,0,0,0,0,1,1,0,7.587334372
580,8.3,71292,43,0,0,0,0,0,0,1,0,7.665514568
583,7.7,576173,157,0,0,0,0,0,0,0,0,7.605632042
595,4.1,52230,104,0,0,0,1,0,1,0,1,6.60288742
596,7.9,105288,60,0,0,0,0,1,1,1,0,7.341482752
603,6.3,203315,119,0,0,0,0,0,0,0,0,6.74520751
605,8.4,431235,117,0,0,0,1,0,0,0,1,7.44962319
615,8.5,767273,106,0,0,0,0,0,0,0,1,7.914571442
625,8.3,75309,23,0,0,0,0,0,1,1,0,7.542913786
626,7.3,309,84,0,0,0,0,1,0,0,0,5.838683786
629,7.8,274365,129,0,0,0,1,0,0,0,0,7.07223921
631,7.5,271324,60,1,0,0,0,0,0,1,0,8.281567096
636,8.6,1207936,189,0,0,0,0,0,1,0,0,8.890086944
637,8.5,239663,44,0,0,0,0,0,0,1,0,7.997981502
640,8.7,123036,27,0,0,0,0,0,0,1,1,7.823602344
647,6.7,389523,109,0,0,0,0,0,1,0,0,7.013307942
652,5.8,69868,86,0,0,0,0,0,1,0,0,6.308892072
656,8.1,944500,107,0,0,0,0,0,1,0,0,8.090793
661,6.3,10566,45,0,0,0,0,0,1,1,0,7.492745964
665,8,93803,60,0,0,0,0,0,0,1,0,7.768491062
666,6.3,218403,106,0,0,0,0,0,1,0,0,6.668529462
667,7.1,113731,138,0,0,0,0,0,0,0,0,6.636090374
673,7.3,132494,97,0,0,0,0,0,1,0,0,6.469433276
674,5.7,33697,109,0,0,0,0,0,1,0,0,6.318023938
675,7,394326,95,0,0,0,0,0,0,0,0,7.035163004
676,7.3,507919,163,0,0,0,0,0,0,0,0,7.493083726
681,5.7,139464,101,0,0,0,0,0,1,0,0,6.496932656
687,9,76381,51,0,0,0,0,0,0,1,1,7.815718474
690,7.6,257193,105,0,0,0,1,0,0,0,1,7.067905122
692,8.3,797796,102,1,0,0,0,0,0,0,0,8.014033384
694,7.6,8663,45,0,0,0,0,0,1,1,0,7.489027502
698,5.1,46587,99,0,0,0,1,0,0,0,1,6.635560998
700,7.3,344487,105,0,0,0,0,0,1,0,0,6.911427598
702,6.4,200635,96,0,0,0,0,0,1,0,1,6.71161079
703,5.3,6507,60,0,0,0,0,0,0,1,0,7.597914678
708,8.5,124835,15,0,0,0,0,0,0,1,0,7.67297759
710,7.7,17366,30,0,0,0,0,0,1,1,1,7.566483164
718,6.7,50405,109,0,0,0,0,0,0,0,0,6.41172137
721,7.4,17975,58,0,0,0,0,0,0,1,0,7.61338315
722,5.3,9265,30,0,0,0,0,0,1,1,0,7.43815381
727,7.6,174514,102,1,0,0,0,0,1,0,1,6.847590356
731,8.3,68644,142,0,0,0,0,0,0,0,0,6.561870376
737,9.3,5562,140,0,0,0,0,1,0,0,0,6.043268148
740,8.3,36046,22,0,0,0,0,0,0,1,0,7.523773884
745,7.6,480085,113,0,0,0,0,0,0,0,0,7.26519609
755,5.1,37734,96,0,0,0,0,0,0,0,0,6.341852236
757,7,279711,127,0,0,0,0,0,1,0,0,6.861195294
761,6.4,2081,89,0,0,0,0,1,0,0,0,5.859496274
762,6.8,16654,42,0,0,0,0,0,1,1,0,7.494231916
763,8.3,83968,24,0,0,0,0,0,1,1,0,7.563303472
773,7.5,49317,60,0,0,0,0,0,1,1,1,7.733015418
774,8.6,99699,55,1,0,0,0,0,0,1,0,7.928861846
777,8.3,54418,30,0,0,0,0,0,1,1,0,7.526382772
784,9,252106,44,0,0,0,0,0,0,1,0,8.022295124
785,6.9,417971,143,0,0,0,0,0,0,0,0,7.247925334
789,7.6,393805,113,0,0,0,0,0,0,0,0,7.09660497
790,7.3,78594,22,0,0,0,0,0,1,1,0,7.545862676
794,7.9,17683,45,0,0,0,0,0,0,1,0,7.567702582
795,7.5,647690,115,0,0,0,0,0,0,0,0,7.59963626
802,7.1,388952,117,0,0,0,0,0,0,0,0,7.101002208
807,6.6,75796,96,0,0,0,0,0,0,0,0,6.416225384
808,5.3,33099,106,0,0,0,1,0,0,0,0,6.520995446
812,7.9,986931,126,0,0,0,0,0,1,0,0,8.239633174
813,6.5,251685,108,0,0,0,0,0,0,0,0,6.80155249
816,6.7,24189,60,0,0,0,0,0,0,1,0,7.632465306
822,9.6,21759,54,0,0,0,0,0,0,1,0,7.606897086
832,6.9,139078,98,0,0,0,1,0,0,0,1,6.812818412
837,7.5,62197,126,0,0,0,0,0,1,0,0,6.432702938
839,8.7,33068,55,1,0,0,0,0,0,1,0,7.798664872
843,7.7,18018,44,0,0,0,0,0,1,1,0,7.503837172
847,7.7,81447,60,0,0,0,0,0,0,1,0,7.744347438
849,6.9,16638,117,0,0,0,0,0,0,0,0,6.373500652
851,7.3,578084,127,0,0,0,0,0,1,0,0,7.444216136
854,7.9,25438,44,0,0,0,0,0,0,1,0,7.579385852
859,7.7,159819,112,0,0,0,0,0,1,0,0,6.574876326
861,7.6,527291,162,0,0,0,0,0,0,0,0,7.527466614
864,6.6,206014,121,0,0,0,0,0,0,0,0,6.757421356
865,7.4,307504,130,0,0,0,0,0,0,0,0,6.986962816
867,8.2,429657,130,0,0,0,0,0,1,0,1,7.277099778
870,6.8,223147,100,0,0,0,0,0,0,0,0,6.718029238
873,8.2,131783,43,0,0,0,0,0,1,1,0,7.722663982
879,8.3,55247,23,0,0,0,0,0,0,1,0,7.564762638
881,7.3,457276,117,0,0,0,0,0,1,0,0,7.173457304
882,6.7,13030,60,0,0,0,0,0,0,1,0,7.61066062
884,8.5,1031650,106,0,0,0,0,0,1,0,0,8.2576141
886,7.5,45988,42,0,0,0,0,0,0,1,0,7.612600552
887,7,59234,30,0,0,0,0,0,0,1,0,7.596843236
891,7.3,173698,105,1,0,0,0,0,0,0,0,6.804955892
896,6.8,470439,129,0,0,0,0,0,1,0,0,7.240817806
897,8.2,35638,30,0,0,0,0,0,1,1,0,7.489686652
904,8,27724,24,0,0,0,0,0,0,1,0,7.514452696
906,7.8,597089,100,0,0,0,0,0,0,0,0,7.448711906
907,8.2,1364161,140,0,0,0,0,0,0,0,0,9.086370594
908,8.3,631754,149,0,0,0,0,0,0,0,1,7.798977316
913,8.1,164023,25,0,0,0,0,0,0,1,0,7.784250942
917,6.5,122621,104,0,0,0,0,0,1,0,0,6.474431434
921,7.7,339299,134,0,0,0,0,0,0,0,0,7.062970246
927,6.4,103008,106,0,0,0,0,0,1,0,0,6.443047632
931,7.4,352679,172,0,0,0,0,0,0,0,0,7.220974766
934,7.2,1884,44,0,0,0,0,0,0,1,1,7.645861336
935,7,22924,129,0,0,0,0,1,0,0,0,6.039023496
937,6.7,68836,152,0,0,0,0,0,0,0,0,6.596945544
940,7.7,319,98,0,0,0,0,1,0,0,0,5.887283326
945,6.5,139344,119,0,0,0,0,0,0,0,0,6.620208176
946,8.1,657623,93,1,0,0,0,0,0,0,0,7.708905342
947,8.6,84221,11,0,0,0,0,0,1,1,0,7.518687834
953,8.3,13475,30,0,0,0,0,0,0,1,0,7.50743015
954,7.9,190627,133,0,0,0,0,0,1,0,1,6.820445158
957,7.3,505,55,0,0,0,0,1,0,1,0,7.18043677
958,7.9,265586,122,0,0,0,0,0,0,0,1,6.989795044
961,8.1,1068862,132,0,0,0,0,0,1,0,0,8.420546348
963,7.8,120357,144,0,0,0,0,0,0,0,0,6.669857578
964,7.4,133085,90,0,0,0,0,0,0,0,1,6.61984809
969,8.3,49492,28,0,0,0,0,0,1,1,1,7.622317368
976,6.6,94273,87,0,0,0,0,0,1,0,0,6.360049442
978,6.6,6821,145,0,0,0,0,0,1,0,1,6.502928234
984,8,539787,128,0,0,0,0,0,0,0,0,7.433903798
985,8.7,45599,60,0,0,0,0,0,1,1,1,7.725750446
987,5.3,54218,101,0,0,0,0,0,1,0,0,6.330361972
988,8,48540,296,0,0,0,0,0,0,1,0,8.49896716
990,7.6,31610,60,0,0,0,0,1,0,1,0,7.25856594
992,7.3,28915,83,0,0,0,0,0,1,0,0,6.21845991
997,6.9,179723,91,0,0,0,0,0,0,0,0,6.601948742
998,7.2,13675,45,0,0,0,0,0,0,1,1,7.67237095
1000,6.4,17868,118,0,0,0,0,0,0,0,0,6.379374072
1001,6.1,9038,102,0,0,0,0,0,0,0,1,6.419100252
1002,6.9,185763,143,0,0,0,0,0,1,0,0,6.733140902
1005,7,141330,118,0,0,0,0,0,0,0,1,6.73311882
1011,7.3,68012,28,0,0,0,0,0,0,1,1,7.719555448
1016,6.6,67568,114,0,0,0,0,0,0,0,0,6.462607872
1020,7.3,278278,128,0,0,0,0,0,0,0,0,6.922915212
1023,6.1,426527,120,0,0,0,0,0,0,0,0,7.184833758
1024,7.6,25839,44,1,0,0,0,0,0,1,0,7.746369406
1028,6.5,757819,136,0,0,0,1,0,0,0,1,8.153698326
1031,7.5,96836,108,0,0,0,0,0,0,0,0,6.498977544
1036,6.6,94901,119,0,0,0,1,0,0,0,1,6.799366554
1039,6.5,224999,114,0,0,0,0,0,0,0,0,6.770228046
1040,7.9,70896,44,0,0,0,0,0,1,1,0,7.607160784
1047,7.7,309105,147,0,0,0,0,0,0,0,0,7.04908117
1051,7,550363,145,0,0,0,0,0,1,0,0,7.452509302
1060,6.2,135560,98,0,0,0,0,0,1,0,0,6.47889424
1072,5.5,65363,87,0,0,0,0,0,1,0,0,6.303559302
1076,8.4,14660,30,0,0,0,0,0,0,1,0,7.50974564
1079,7.2,1528,108,0,0,0,0,1,0,0,0,5.924345712
1086,5.4,146810,101,0,0,0,0,0,0,0,1,6.68483674
1092,7.4,129944,101,0,0,0,1,0,0,0,1,6.805380576
1093,7,346199,112,0,0,0,0,0,0,0,0,7.000112846
1101,8.2,14126,22,0,0,0,0,0,1,1,0,7.419892204
1108,7.5,634465,146,0,0,0,0,0,1,0,0,7.62031461
1119,5.8,59654,116,0,0,0,0,0,0,0,0,6.454083916
1126,6.5,281909,129,0,0,0,0,0,1,0,0,6.872430186
1127,7.6,24259,46,0,0,0,0,0,0,1,0,7.584022086
1128,6.1,155099,128,0,0,0,0,0,0,0,0,6.682223446
1131,7,88090,107,0,0,0,0,0,0,0,0,6.47841786
1133,6.2,284218,128,0,0,0,0,0,0,0,0,6.934521972
1136,7.5,116601,109,0,0,0,0,0,0,0,1,6.653568354
1147,8.5,19404,23,0,0,0,0,0,1,1,0,7.433675416
1153,8.1,450878,128,0,0,0,1,0,1,0,1,7.465125612
1168,7.5,10578,45,0,0,0,0,0,1,1,1,7.605269412
1169,7.4,186414,125,0,0,0,0,0,0,0,1,6.845502956
1171,5.9,57264,117,0,0,0,0,0,0,0,0,6.452883856
1174,7.4,24157,60,0,0,0,0,0,1,1,1,7.683852778
1176,8.5,799654,112,0,0,0,0,0,1,0,1,7.937613916
1180,8,40624,23,0,0,0,0,0,1,1,1,7.587639296
1181,8.6,723680,130,1,0,0,0,0,0,0,0,7.96637072
1184,7.9,126998,22,0,0,0,0,0,1,1,1,7.752944092
1185,7.8,886828,138,0,0,0,0,0,0,0,0,8.146721912
1191,6.2,159109,90,0,0,0,0,0,0,0,0,6.558198986
1192,8.1,468173,115,0,0,0,0,0,1,0,0,7.187810042
1195,7.2,462992,138,0,0,0,0,0,0,0,1,7.431046368
1196,7.6,236664,124,0,0,0,0,0,0,0,0,6.827721456
1197,7.9,205967,118,0,0,0,0,0,0,0,0,6.746919518
1198,8.2,883637,135,0,0,0,0,0,1,0,1,8.181526698
1199,7.3,315247,97,0,0,0,0,0,1,0,1,6.939032638
1206,7.8,336717,103,0,0,0,0,0,1,0,1,7.001805018
1207,8.1,11716,43,0,0,0,0,0,0,1,0,7.549103064
1213,6.1,2137,58,0,0,0,0,0,0,0,1,6.252935698
1215,7,299106,111,0,0,0,0,0,1,0,0,6.843573124
1216,7.7,370750,129,0,0,0,0,0,1,0,1,7.1585255
1221,7,296642,132,0,0,0,0,0,0,0,0,6.972678468
1224,4.4,76180,92,0,0,0,0,0,0,0,0,6.40309572
1226,6.9,103911,117,0,0,0,1,0,1,0,0,6.636482094
1229,5.3,12053,114,0,0,0,0,0,1,0,0,6.293081562
1233,7.4,226759,124,0,0,0,0,0,1,0,0,6.747317086
1234,6.6,14309,30,0,0,0,0,0,1,1,0,7.448009786
1235,7.1,3912,27,0,0,0,0,1,0,0,0,5.647934048
1238,6.7,124390,117,0,0,0,1,0,1,0,0,6.67649806
1241,7.2,280324,129,0,0,0,0,0,0,0,0,6.930383096
1242,5.7,114924,97,0,0,0,0,0,0,0,0,6.496151496
1246,8.3,28390,60,0,0,0,0,0,1,1,1,7.69212406
1248,7.3,131632,99,0,0,0,0,0,1,0,0,6.474688928
1251,6.7,250,138,0,0,0,0,0,1,0,1,6.4657985
1255,6.8,630536,112,0,0,0,0,0,1,0,0,7.494657344
1261,7.5,315381,113,0,0,0,0,0,0,0,0,6.943364474
1272,7.2,528589,109,1,0,0,0,0,0,0,0,7.512292906
1277,8.4,25707,30,0,0,0,0,0,0,1,0,7.531331478
1280,7.8,407369,157,1,0,0,0,0,0,0,0,7.441989026
1283,7.3,394482,123,0,0,0,0,0,0,0,0,7.132627828
1288,6.6,440217,139,0,0,0,0,0,1,0,0,7.216464018
1292,5.6,23041,108,0,0,0,0,0,0,0,0,6.354782114
1295,8.2,116460,60,1,0,0,0,0,0,1,0,7.97896284
1297,7.5,168896,81,0,0,0,0,0,1,0,0,6.485042784
1301,8.1,443922,129,0,0,0,0,0,1,0,1,7.301503588
1305,6.5,244656,81,0,0,0,0,0,0,0,1,6.806627824
1306,5.6,21794,110,0,0,0,0,0,1,0,0,6.298235476
1308,7.1,793632,130,0,0,0,0,0,1,0,0,7.875806928
1309,8.1,13284,125,0,0,0,0,0,0,0,0,6.394706936
1310,8.3,15304,30,0,0,0,0,0,0,1,1,7.623504016
1320,7.9,41518,60,0,0,0,0,0,1,1,0,7.605276172
1321,8.1,644973,98,0,0,0,0,0,0,0,0,7.535337242
1326,6.2,163583,128,0,0,0,0,0,1,0,0,6.637751182
1330,5.4,21145,95,0,0,0,0,0,1,0,1,6.35741733
1333,6.3,206127,107,0,0,0,0,0,1,0,0,6.648012158
1334,6.6,871,103,0,0,0,0,1,0,0,0,5.905711934
1335,3.8,11947,94,0,0,0,0,0,1,0,0,6.223474438
1340,7.7,767,11,0,0,0,1,0,0,0,0,6.128168718
1341,7.8,6214,60,0,0,0,0,1,0,1,0,7.208942156
1346,6.7,96673,127,0,0,0,1,0,1,0,0,6.657039042
1350,7,41387,21,0,0,0,0,0,1,1,1,7.582190198
1351,7.9,295516,119,0,0,0,0,0,0,0,0,6.925368264
1353,8,380235,102,0,0,0,0,0,0,0,1,7.14441919
1367,8.2,1023,127,0,0,0,0,1,0,0,0,5.989288942
1378,8.1,853277,92,0,0,0,0,0,0,0,1,8.034043258
1382,6.3,48670,93,0,0,0,0,0,0,0,0,6.35281118
1392,7.9,656442,112,0,0,0,0,0,1,0,0,7.545277668
1394,7.5,23800,48,0,0,0,0,0,1,1,0,7.5290152
1397,5.8,204827,118,0,0,0,0,0,0,0,0,6.744691958
1404,8.1,451014,140,0,0,0,0,0,0,0,0,7.302081356
1406,7.9,3529,90,0,0,0,0,0,1,1,1,7.747645666
1408,6.8,227258,118,0,0,0,1,0,0,0,1,7.054522132
1409,7.4,301176,116,0,0,0,0,0,0,0,0,6.926017904
1410,7.1,195267,114,1,0,0,0,0,1,0,0,6.817281718
1414,7,33732,95,0,0,0,1,0,0,0,1,6.596562328
1415,6.6,26446,142,1,0,0,0,0,0,0,0,6.645615484
1418,6.9,119998,117,0,0,0,0,0,0,0,0,6.575466092
1419,6.4,56469,100,0,0,0,0,0,0,0,0,6.392340426
1424,7.1,143172,85,0,0,0,0,0,0,0,0,6.509708088
1427,9,93916,23,0,0,0,0,0,1,1,0,7.579271864
1431,7.1,194386,122,0,0,0,0,0,0,0,0,6.738170244
1434,7.1,129279,96,0,0,0,0,0,0,0,0,6.520731166
1436,8,32886,120,0,0,0,0,0,0,1,0,7.857659244
1441,7.8,615830,166,0,0,0,0,0,0,0,1,7.82685182
1442,7.7,13076,43,1,0,0,0,0,0,1,0,7.717960504
1443,8.2,359403,119,0,0,0,1,0,0,0,1,7.316203462
1452,6.5,215183,123,0,0,0,0,0,0,0,0,6.782277582
1456,7.4,196652,139,0,0,0,0,0,1,0,0,6.740538008
1463,7.8,300439,139,0,0,0,0,0,0,0,0,7.004387806
1466,5.5,142190,84,0,0,0,0,0,1,0,0,6.44326926
1469,7.1,42951,117,0,0,0,1,0,1,0,1,6.629866254
1470,6.7,100656,125,0,0,0,1,0,1,0,0,6.657881824
1473,7.6,3447,60,0,0,0,0,1,0,1,0,7.203535438
1474,7.9,6737,120,0,0,0,0,0,0,1,1,7.919064098
1481,7.6,168792,96,0,0,0,0,0,0,0,0,6.597939568
1485,6.6,203298,92,0,0,0,0,0,0,0,1,6.763984292
1487,7.5,331875,154,0,0,0,0,0,1,0,0,7.05681375
1490,6.9,45169,43,0,0,0,0,0,0,1,0,7.614470226
1492,7.3,225616,118,0,0,0,0,0,1,0,0,6.724263664
1501,7.8,188998,100,0,0,0,0,0,0,0,1,6.763802092
1503,5.7,48427,90,0,0,0,0,0,1,0,0,6.280876358
1508,8,36173,22,0,0,0,0,0,0,1,1,7.636522042
1509,8.3,726634,122,0,0,0,0,0,0,0,1,7.890682836
1513,6.6,305699,124,0,0,0,0,0,1,0,0,6.901565846
